"CodeCom";"NomCom";"CodeDep";"AnneeCreationCom";"PopDGF2017";"PopDGF2018";"PopInsee2018";"DF2016";"DF2017";"DF2018";"PF4Taxes2017";"PF4Taxes2018";"RRF2018";"PartDynPop";"MtEcretement"
"11341";"SAINT-FERRIOL";"11";2014;167;165;127;18719;17923;17794;62847;58553;123198;-129;0
"11342";"SAINT-FRICHOUX";"11";2014;261;266;257;22562;20441;20763;110639;116347;275050;322;0
"11343";"SAINT-GAUDERIC";"11";2014;94;102;100;7444;7168;7684;38507;42073;68530;516;0
"11344";"SAINT-HILAIRE";"11";2014;844;841;787;110841;104160;103834;438095;451592;760841;-210;116
"11345";"SAINT-JEAN-DE-BARROU";"11";2014;337;332;261;59845;55146;54824;79777;134770;281433;-322;0
"11346";"SAINT-JEAN-DE-PARACOL";"11";2014;157;161;120;20211;19403;19661;44099;44627;97860;258;0
"11347";"SAINT-JULIA-DE-BEC";"11";2014;123;126;109;12109;10739;10932;50257;51961;78197;193;0
"11348";"SAINT-JULIEN-DE-BRIOLA";"11";2014;90;96;84;13793;13133;13520;40079;43260;75180;387;0
"11350";"SAINT-JUST-ET-LE-BEZU";"11";2014;74;77;47;14055;13078;13271;16233;16713;73739;193;0
"11351";"SAINT-LAURENT-DE-LA-CABRERISSE";"11";2014;1062;1045;777;119938;110170;108939;550841;524102;1183106;-1231;0
"11352";"SAINT-LOUIS-ET-PARAHOU";"11";2014;100;99;63;11503;10768;10704;27276;29894;71508;-64;0
"11353";"SAINT-MARCEL-SUR-AUDE";"11";2014;1978;2043;1980;227634;213901;219075;960083;985745;1969516;5174;0
"11354";"SAINT-MARTIN-DES-PUITS";"11";2014;57;56;27;8867;8218;8153;26707;27220;72447;-64;1
"11355";"SAINT-MARTIN-DE-VILLEREGLAN";"11";2014;405;404;387;46269;42840;42564;203371;191393;414836;-64;212
"11356";"SAINT-MARTIN-LALANDE";"11";2014;1151;1155;1136;42361;28175;24456;907841;928610;967903;294;4013
"11357";"SAINT-MARTIN-LE-VIEIL";"11";2014;274;271;235;21085;18799;18392;142273;145580;198351;-193;214
"11358";"SAINT-MARTIN-LYS";"11";2014;68;65;30;9994;8538;7946;58762;58576;93847;-193;399
"11359";"SAINT-MICHEL-DE-LANES";"11";2014;470;497;478;36510;34277;36017;209269;201362;359828;1740;0
"11360";"SAINT-NAZAIRE-D'AUDE";"11";2014;2098;2117;2030;230415;224840;226360;803755;845127;1345003;1520;0
"11361";"SAINT-PAPOUL";"11";2014;814;831;816;43962;33255;31608;605730;594992;866978;1189;2836
"11362";"SAINT-PAULET";"11";2014;220;221;202;30847;29806;29870;96323;102077;160426;64;0
"11363";"SAINT-PIERRE-DES-CHAMPS";"11";2014;278;281;186;45916;44057;44250;101222;106669;225775;193;0
"11364";"SAINT-POLYCARPE";"11";2014;176;177;144;26001;24188;24252;75564;78979;159480;64;0
"11365";"SAINT-SERNIN";"11";2014;43;41;39;4309;3971;3842;18134;17910;34608;-129;0
"11366";"SAINTE-VALIERE";"11";2014;642;647;591;58380;54838;55174;222713;227151;433778;336;0
"11367";"SAISSAC";"11";2014;1160;1169;953;189147;179433;180095;375273;387076;875675;662;0
"11368";"SALLELES-CABARDES";"11";2014;135;136;121;18494;17880;17944;59970;60887;112806;64;0
"11369";"SALLELES-D'AUDE";"11";2014;3033;3060;2902;198210;173434;175701;1779508;1807197;3000213;2267;0
"11370";"SALLES-D'AUDE";"11";2014;3475;3551;3280;294071;273438;279940;1502943;1550582;2784619;6502;0
"11371";"SALLES-SUR-L'HERS";"11";2014;734;747;713;25587;13530;10762;611979;592740;906160;894;3662
"11372";"SALSIGNE";"11";2014;454;456;415;56774;53498;53627;111551;112475;360969;129;0
"11373";"SALVEZINES";"11";2014;160;160;77;14913;14445;14376;79416;76111;101755;0;69
"11374";"SALZA";"11";2014;44;43;18;20792;20177;20113;3642;0;58517;-64;0
"11375";"SEIGNALENS";"11";2014;51;49;36;5309;4908;4779;18412;19541;46331;-129;0
"11376";"SERPENT";"11";2014;108;114;89;11026;10402;10789;40929;47569;92833;387;0
"11377";"SERRES";"11";2014;73;77;67;2828;1765;2023;30792;29048;112789;258;0
"11378";"SERVIES-EN-VAL";"11";2014;280;279;238;35684;33720;33631;132763;138071;210270;-64;25
"11379";"SIGEAN";"11";2014;6228;6204;5565;653956;603643;601446;3445973;3499601;5816561;-2197;0
"11380";"SONNAC-SUR-L'HERS";"11";2014;173;163;148;27487;25695;25050;50469;52134;130316;-645;0
"11381";"SOUGRAIGNE";"11";2014;126;136;106;20982;20538;21183;35471;39714;110033;645;0
"11382";"SOUILHANELS";"11";2014;443;445;443;55009;53089;53218;137273;147904;224281;129;0
"11383";"SOUILHE";"11";2014;324;329;321;35749;33578;33900;125868;146278;213393;322;0
"11384";"SOULATGE";"11";2014;178;184;130;50088;48234;48621;37671;62987;157739;387;0
"11385";"SOUPEX";"11";2014;286;279;275;24709;23391;22940;110264;114167;168109;-451;0
"11386";"TALAIRAN";"11";2014;564;548;470;56941;53185;52138;199998;192079;425868;-1047;0
"11387";"TAURIZE";"11";2014;116;122;109;15050;14232;14619;47986;50644;94239;387;0
"11388";"TERMES";"11";2014;79;76;36;45876;44620;44427;0;119;102351;-193;0
"11389";"TERROLES";"11";2014;21;23;16;6387;6144;6273;5785;3430;33313;129;0
"11390";"THEZAN-DES-CORBIERES";"11";2014;596;591;534;66009;60964;60633;249150;254018;564595;-331;0
"11391";"TOURETTE-CABARDES";"11";2014;39;39;22;6210;5927;5927;6347;7369;35175;0;0
"11392";"TOURNISSAN";"11";2014;346;343;286;22606;19892;19699;131341;136628;275967;-193;0
"11393";"TOUROUZELLE";"11";2014;555;550;475;68808;64261;63934;242841;254728;458638;-327;0
"11394";"TOURREILLES";"11";2014;154;153;128;20596;19226;19162;52336;57094;136845;-64;0
"11395";"TRASSANEL";"11";2014;41;41;32;5357;4852;4852;9041;9631;40047;0;0
"11396";"TRAUSSE";"11";2014;591;616;537;59313;54094;55391;307625;321841;489403;1668;371
"11397";"TREBES";"11";2014;5729;5802;5739;939456;873487;876349;4111324;4265788;7469548;6631;3769
"11398";"TREILLES";"11";2014;313;317;252;0;0;0;634065;620335;755392;258;258
"11399";"TREVILLE";"11";2014;117;115;106;12984;12131;12002;45744;47759;84414;-129;0
"11400";"TREZIERS";"11";2014;122;120;103;10057;9242;9113;41989;42936;88423;-129;0
"11401";"TUCHAN";"11";2014;984;976;778;164705;137686;137113;508094;599570;1118571;-573;0
"11402";"VALMIGERE";"11";2014;27;27;16;3469;2987;2987;9841;8238;43433;0;0
"11404";"VENTENAC-CABARDES";"11";2014;962;992;981;150733;145669;147824;403014;480311;783143;2155;0
"11405";"VENTENAC-EN-MINERVOIS";"11";2014;604;626;545;44507;40021;41492;271195;280521;939745;1471;0
"11406";"VERAZA";"11";2014;48;46;34;8793;8093;7964;17637;13960;57988;-129;0
"11407";"VERDUN-EN-LAURAGAIS";"11";2014;366;366;284;39621;35935;35618;191903;189410;360027;0;317
"11408";"VERZEILLE";"11";2014;490;502;486;31416;27739;28452;233068;239774;450687;774;61
"11409";"VIGNEVIEILLE";"11";2014;138;139;102;40635;39417;39481;32522;36365;131835;64;0
"11410";"VILLALIER";"11";2014;1066;1076;1059;141521;134598;135325;416182;448044;787326;727;0
"11411";"VILLANIERE";"11";2014;188;173;149;37832;35651;34684;87783;146616;195151;-967;0
"11412";"VILLARDEBELLE";"11";2014;97;94;51;13855;12944;12751;36139;37888;75534;-193;0
"11413";"VILLARDONNEL";"11";2014;542;542;514;60046;56037;56037;154476;162018;420046;0;0
"11414";"VILLAR-EN-VAL";"11";2014;44;44;27;7339;6880;6880;20379;24383;42583;0;0
"11415";"VILLAR-SAINT-ANSELME";"11";2014;121;127;106;7966;7166;7553;50250;52597;91836;387;0
"11416";"VILLARZEL-CABARDES";"11";2014;245;255;234;18120;17138;17783;112563;119372;191568;645;0
"11417";"VILLARZEL-DU-RAZES";"11";2014;132;132;111;17999;16967;16967;53731;53948;115833;0;0
"11418";"VILLASAVARY";"11";2014;1310;1296;1247;139572;126207;125161;616501;622960;1041168;-1046;0
"11419";"VILLAUTOU";"11";2014;72;72;61;5915;5628;5628;28831;28794;55724;0;0
"11420";"VILLEBAZY";"11";2014;145;149;130;19597;18616;18874;63968;66379;130713;258;0
"11421";"VILLEDAIGNE";"11";2014;527;540;511;65122;62145;62994;190708;200002;336233;849;0
"11422";"VILLEDUBERT";"11";2014;366;368;355;16275;12557;11567;243031;255491;263421;129;1119
"11423";"VILLEFLOURE";"11";2014;183;190;179;16119;15358;15809;77531;82686;118646;451;0
"11424";"VILLEFORT";"11";2014;115;114;98;10096;9058;8994;36715;36500;103756;-64;0
"11425";"VILLEGAILHENC";"11";2014;1705;1729;1708;179693;168368;170235;830154;908931;1202265;1867;0
"11426";"VILLEGLY";"11";2014;1132;1134;1110;126775;117762;117909;509578;552313;946381;147;0
"11427";"VILLELONGUE-D'AUDE";"11";2014;359;353;316;42695;39933;39546;138913;145732;283108;-387;0
"11428";"VILLEMAGNE";"11";2014;325;318;271;40000;37014;36563;129272;125438;265054;-451;0
"11429";"VILLEMOUSTAUSSOU";"11";2014;4467;4487;4436;486876;469956;471717;2623029;2737905;3334359;1761;0
"11430";"VILLENEUVE-LA-COMPTAL";"11";2014;1284;1295;1280;121340;112283;113105;643991;666301;972213;822;0
"11431";"VILLENEUVE-LES-CORBIERES";"11";2014;323;315;253;31875;27479;26963;80596;129476;366686;-516;0
"11432";"VILLENEUVE-LES-MONTREAL";"11";2014;282;287;273;27639;25926;26248;102042;101476;195061;322;0
"11433";"VILLENEUVE-MINERVOIS";"11";2014;1111;1107;1040;147995;136904;136612;542032;548021;1004502;-292;0
"11434";"VILLEPINTE";"11";2014;1337;1362;1330;163940;156074;157955;580841;579548;992297;1881;0
"11435";"VILLEROUGE-TERMENES";"11";2014;203;200;144;48868;46492;46299;25113;26465;274828;-193;0
"11436";"VILLESEQUE-DES-CORBIERES";"11";2014;480;481;383;0;0;0;1231869;1132648;1328253;64;64
"11437";"VILLESEQUELANDE";"11";2014;895;908;897;92592;86200;87121;362600;400089;1214844;921;0
"11438";"VILLESISCLE";"11";2014;385;393;381;39609;38081;38597;139320;186628;205375;516;0
"11439";"VILLESPY";"11";2014;405;402;368;35533;33521;33328;155088;154660;272787;-193;0
"11440";"VILLETRITOULS";"11";2014;45;47;41;5578;5174;5303;19140;20162;62482;129;0
"11441";"VINASSAN";"11";2014;2711;2748;2703;254562;238452;241515;1217240;1339794;1954081;3063;0
"12001";"AGEN-D'AVEYRON";"12";2014;1119;1119;1090;122536;114847;114847;535060;533206;695012;0;0
"12002";"AGUESSAC";"12";2014;939;933;887;62552;55042;53502;565274;581178;612797;-427;1113
"12003";"ALBRES";"12";2014;372;376;349;73246;70075;70333;136548;140320;249913;258;0
"12004";"ALMONT-LES-JUNIES";"12";2014;523;526;498;121750;117820;118015;230683;328767;457679;195;0
"12006";"ALRANCE";"12";2014;464;477;381;82500;75392;74010;356146;366184;397845;838;2220
"12007";"AMBEYRAC";"12";2014;231;230;184;25687;23863;23799;97998;105844;167272;-64;0
"12008";"ANGLARS-SAINT-FELIX";"12";2014;838;853;816;134016;130220;131273;288216;300181;441943;1053;0
"12009";"ARNAC-SUR-DOURDOU";"12";2014;106;105;36;12784;12384;12320;34907;52808;60260;-64;0
"12010";"ARQUES";"12";2014;141;146;129;42768;41717;42039;42352;43616;117427;322;0
"12011";"ARVIEU";"12";2014;1095;1095;822;184154;170781;166874;864330;880252;760160;0;3907
"12012";"ASPRIERES";"12";2014;798;796;729;134255;129839;129319;429275;434563;497869;-139;381
"12013";"AUBIN";"12";2014;4186;4095;3959;653735;608194;597609;2893830;2734825;3681076;-7925;2660
"12015";"AURIAC-LAGAST";"12";2014;275;266;234;100535;98470;97890;94526;115989;193630;-580;0
"12016";"AUZITS";"12";2014;979;986;884;171937;168828;169330;398072;407693;397309;502;0
"12017";"AYSSENES";"12";2014;330;333;219;98264;92509;88241;343666;342916;294797;193;2948
"12018";"BALAGUIER-D'OLT";"12";2014;232;236;165;28680;28097;28355;89438;128157;134096;258;0
"12019";"BALAGUIER-SUR-RANCE";"12";2014;140;137;94;44987;43826;43633;30790;28767;110422;-193;0
"12021";"LE BAS SÉGALA";"12";2015;1916;1893;1652;616256;605535;605535;596821;723615;2056684;0;0
"12022";"BASTIDE-PRADINES";"12";2014;167;166;108;47989;46603;46539;63716;65503;106722;-64;0
"12023";"BASTIDE-SOLAGES";"12";2014;164;164;110;34715;33987;33987;67008;60702;86010;0;0
"12024";"BELCASTEL";"12";2014;240;243;193;63979;61017;61210;105646;106141;291405;193;0
"12025";"BELMONT-SUR-RANCE";"12";2014;1177;1158;1015;185864;176950;175503;633956;544713;1102333;-1396;51
"12026";"BERTHOLENE";"12";2014;1108;1106;1049;147542;141513;135520;506019;479582;671496;-146;0
"12027";"BESSUEJOULS";"12";2014;271;259;237;68630;63638;62864;100982;122291;194057;-774;0
"12028";"BOISSE-PENCHOT";"12";2014;558;554;533;21587;16133;15871;264034;393365;417774;-262;0
"12029";"BOR-ET-BAR";"12";2014;279;277;196;81359;76516;76387;110469;153559;303948;-129;0
"12030";"BOUILLAC";"12";2014;454;462;436;40857;37028;36921;252040;317974;260433;516;623
"12031";"BOURNAZEL";"12";2014;384;387;341;77945;76651;76844;132471;136239;195028;193;0
"12032";"BOUSSAC";"12";2014;597;607;577;135984;134143;134808;180206;176161;295917;665;0
"12033";"BOZOULS";"12";2014;2990;3002;2863;197443;156573;144538;2904922;2711942;2589148;1005;13040
"12034";"BRANDONNET";"12";2014;363;368;336;68418;66939;67261;91298;94609;199062;322;0
"12035";"BRASC";"12";2014;241;239;169;32086;25553;22339;345876;338019;308535;-129;3085
"12036";"BROMMAT";"12";2014;911;907;656;22021;0;0;2826448;2409652;1884544;0;0
"12037";"BROQUIES";"12";2014;845;843;626;155565;144889;137248;529731;542267;812058;-140;1411
"12038";"BROUSSE-LE-CHATEAU";"12";2014;268;269;156;50210;48590;47543;109335;112621;204366;64;0
"12039";"BRUSQUE";"12";2014;556;555;296;100143;84375;84035;283092;333658;462790;-66;274
"12041";"CABANES";"12";2014;305;309;246;77478;76504;76762;97875;109008;169993;258;0
"12042";"CALMELS-ET-LE-VIALA";"12";2014;268;259;223;55772;54200;53620;109218;110669;163960;-580;0
"12043";"CALMONT";"12";2014;2085;2127;2077;206964;191945;192737;1408947;1482849;1330403;3362;2570
"12044";"CAMARES";"12";2014;1265;1278;1033;165691;119369;119528;743357;887482;1080355;969;810
"12045";"CAMBOULAZET";"12";2014;508;488;456;89056;86835;85546;151397;150595;162485;-1289;0
"12046";"CAMJAC";"12";2014;636;628;588;140299;137325;136790;218090;236302;331807;-535;0
"12047";"CAMPAGNAC";"12";2014;561;552;463;79082;75397;66889;249967;246079;443130;-590;0
"12048";"CAMPOURIEZ";"12";2014;459;456;365;21461;6987;0;898890;844224;729541;-193;6794
"12049";"CAMPUAC";"12";2014;517;523;452;111922;97733;98123;174031;223186;462662;390;0
"12050";"CANET-DE-SALARS";"12";2014;639;645;437;92740;87678;86300;429660;440010;257605;403;1781
"12051";"CANTOIN";"12";2014;428;431;313;71558;57182;54834;362934;453515;636787;193;2541
"12052";"CAPDENAC-GARE";"12";2014;4874;4855;4705;342492;282826;266981;4413580;4497157;4447304;-1689;14156
"12053";"CAPELLE-BALAGUIER";"12";2014;356;362;318;33963;32816;33203;132986;145500;170475;387;0
"12054";"CAPELLE-BLEYS";"12";2014;434;434;392;42538;38547;37524;269033;263905;306205;0;1023
"12055";"CAPELLE-BONANCE";"12";2014;151;145;93;29516;28765;28378;42479;34792;86680;-387;0
"12056";"BARAQUEVILLE";"12";2014;3296;3310;3231;334338;287196;288383;1981357;1943539;2499942;1187;0
"12057";"CASSAGNES-BEGONHES";"12";2014;1015;1031;943;126898;117047;116093;680593;717988;641148;1156;2110
"12058";"CASSUEJOULS";"12";2014;165;162;116;36738;35539;35346;74333;67109;106886;-193;0
"12059";"CASTANET";"12";2014;606;597;559;148690;144741;144144;236042;225411;408061;-597;0
"12060";"CASTELMARY";"12";2014;152;153;124;48395;47299;47363;33903;37825;71722;64;0
"12061";"CASTELNAU-DE-MANDAILLES";"12";2014;715;727;584;166610;161492;145220;376399;370043;505683;822;326
"12062";"CASTELNAU-PEGAYROLS";"12";2014;491;491;344;71930;63382;55270;500687;506408;444483;0;4206
"12063";"CAVALERIE";"12";2014;1163;1173;1101;194335;177437;174789;867502;898192;1368158;736;3384
"12064";"CAYROL";"12";2014;279;281;260;94700;82424;82553;106178;133296;283132;129;0
"12065";"CENTRES";"12";2014;621;601;484;155289;151234;149905;262377;278337;318988;-1329;0
"12066";"CLAIRVAUX-D'AVEYRON";"12";2014;1273;1261;1188;174194;169468;168575;589217;598701;620580;-893;0
"12067";"CLAPIER";"12";2014;139;143;79;22617;22001;22259;45294;47856;73926;258;0
"12068";"COLOMBIES";"12";2014;1049;1064;935;259905;251347;252436;482960;470897;704979;1089;0
"12069";"COMBRET";"12";2014;375;377;278;100504;97869;97998;119499;114314;241740;129;0
"12070";"COMPEYRE";"12";2014;623;628;551;67497;63921;63595;346503;351605;329223;335;661
"12071";"COMPOLIBAT";"12";2014;408;410;366;89940;86388;86517;113486;116381;275838;129;0
"12072";"COMPREGNAC";"12";2014;294;299;259;33954;32619;32895;140462;145179;180875;322;46
"12073";"COMPS-LA-GRAND-VILLE";"12";2014;671;696;624;97756;97888;99589;327511;322195;441244;1701;0
"12074";"CONDOM-D'AUBRAC";"12";2014;384;383;315;65800;64167;64103;131454;114055;254090;-64;0
"12075";"CONNAC";"12";2014;201;200;111;29166;27453;27389;87352;97792;115133;-64;0
"12076";"CONQUES-EN-ROUERGUE";"12";2015;2074;2067;1715;514777;514777;514777;954301;972553;2340724;0;0
"12077";"CORNUS";"12";2014;695;701;528;113195;108497;108906;257819;267082;561116;409;0
"12078";"COSTES-GOZON";"12";2014;221;216;182;52864;51781;50458;66342;66932;162856;-322;0
"12079";"COUBISOU";"12";2014;595;585;502;99033;94598;93936;166348;210089;443344;-662;0
"12080";"COUPIAC";"12";2014;517;513;410;95002;89188;87059;365426;346311;415391;-259;1870
"12082";"COUVERTOIRADE";"12";2014;282;287;189;41126;36923;37245;117108;119272;493731;322;0
"12083";"CRANSAC";"12";2014;1912;1916;1612;301333;280144;276123;1437370;1335676;1697771;316;4337
"12084";"CREISSELS";"12";2014;1673;1692;1651;94578;74597;70744;1348950;1367711;1411810;1474;5327
"12085";"CRESPIN";"12";2014;426;431;307;78890;77568;77890;143873;156422;181565;322;0
"12086";"CRESSE";"12";2014;361;363;322;30807;28005;27853;187048;191279;244388;129;281
"12088";"CURIERES";"12";2014;294;311;228;76086;73392;74488;113255;102667;272534;1096;0
"12089";"DECAZEVILLE";"12";2014;6156;5926;5725;959425;847361;808862;5756635;5336945;7311222;-20945;17554
"12090";"DRUELLE-BALSAC";"12";2016;3088;3149;3091;274304;304876;310016;2372334;2464890;1655730;5140;0
"12091";"DRULHE";"12";2014;496;496;460;66966;64923;64923;130504;132729;276984;0;0
"12092";"DURENQUE";"12";2014;595;591;543;139383;129927;129617;289525;323437;382075;-265;45
"12093";"LE FEL";"12";2014;254;249;170;89048;86444;86122;94427;115807;230902;-322;0
"12094";"ENTRAYGUES-SUR-TRUYERE";"12";2014;1426;1397;1053;215786;178175;173820;951802;991362;995339;-2190;2165
"12095";"ESCANDOLIERES";"12";2014;256;260;234;70653;69373;69631;91965;93970;160744;258;0
"12096";"ESPALION";"12";2014;5194;5278;4669;576481;421329;425527;3679242;3916129;3988480;7545;3347
"12097";"ESPEYRAC";"12";2014;325;324;241;85864;83369;83305;112362;135696;197118;-64;0
"12098";"ESTAING";"12";2014;708;655;526;91409;69964;65642;405680;455397;714989;-3571;751
"12099";"FAYET";"12";2014;448;457;273;42917;38806;39386;148094;212752;241373;580;0
"12100";"FIRMI";"12";2014;2582;2574;2507;286044;262837;258031;1881746;1822509;1922361;-657;4149
"12101";"FLAGNAC";"12";2014;1166;1169;1105;130487;124625;124846;482610;621735;733730;221;0
"12102";"FLAVIN";"12";2014;2419;2410;2358;345394;329939;329207;1145250;1159325;1602474;-732;0
"12103";"FLORENTIN-LA-CAPELLE";"12";2014;460;458;295;99879;94984;93569;298603;286857;308376;-129;1286
"12104";"FOISSAC";"12";2014;512;511;467;51718;50323;50258;199373;214995;224335;-65;0
"12105";"FOUILLADE";"12";2014;1192;1199;1102;288807;223165;222922;695385;854221;1321042;517;760
"12106";"GABRIAC";"12";2014;590;590;510;93712;89180;89062;291569;294722;353449;0;118
"12107";"GAILLAC-D'AVEYRON";"12";2014;391;393;304;56095;53777;53280;169050;164365;244073;129;0
"12108";"GALGAN";"12";2014;410;410;366;93786;90080;90080;122163;129556;376925;0;0
"12109";"GISSAC";"12";2014;152;151;110;52336;44632;44568;54921;75844;100352;-64;0
"12110";"GOLINHAC";"12";2014;491;478;374;104372;87176;81747;533603;586478;584949;-838;4591
"12111";"GOUTRENS";"12";2014;570;571;524;130781;128474;128540;240598;245019;264267;66;0
"12113";"GRAMOND";"12";2014;517;519;494;83811;82235;82365;168718;170319;214144;130;0
"12115";"HOSPITALET-DU-LARZAC";"12";2014;380;378;291;18436;14765;14636;149662;154301;290208;-129;0
"12116";"HUPARLAC";"12";2014;295;312;258;64393;62188;62800;167518;166112;199238;1096;484
"12118";"LACROIX-BARREZ";"12";2014;617;623;502;48090;31340;26666;634531;699859;708068;401;5075
"12119";"LAGUIOLE";"12";2014;1667;1648;1263;176458;155396;147996;1401454;1334302;1562166;-1469;5931
"12120";"LAISSAC-SÉVÉRAC L'EGLISE";"12";2015;2331;2334;2188;286746;286746;271388;1276684;1275734;2175243;243;0
"12121";"LANUEJOULS";"12";2014;800;800;748;92597;86512;86116;431881;440520;542742;0;396
"12122";"LAPANOUSE-DE-CERNON";"12";2014;186;184;124;28700;27229;27100;85895;88370;122948;-129;0
"12124";"LASSOUTS";"12";2014;399;394;311;105859;93330;92844;197337;243942;360056;-322;164
"12125";"LAVAL-ROQUECEZIERE";"12";2014;428;429;269;97058;94348;94412;146411;141528;287084;64;0
"12127";"LEDERGUES";"12";2014;852;836;716;129503;116082;114962;376077;435751;585907;-1120;0
"12128";"LESCURE-JAOUL";"12";2014;300;297;241;84378;82134;81941;109664;108962;215087;-193;0
"12129";"LESTRADE-ET-THOUELS";"12";2014;553;550;487;120822;113803;107618;386890;395487;430758;-196;1877
"12130";"LIVINHAC-LE-HAUT";"12";2014;1293;1267;1208;129359;120521;118585;688494;860060;956338;-1936;0
"12131";"LOUBIERE";"12";2014;1536;1531;1522;170129;161008;160296;878879;797791;859106;-383;329
"12133";"LUC-LA-PRIMAUBE";"12";2014;6182;6207;6105;463382;404875;388006;5851328;5973275;4302108;2289;19158
"12134";"LUGAN";"12";2014;388;382;348;89619;86714;86327;86562;87162;296440;-387;0
"12135";"LUNAC";"12";2014;527;517;445;169609;151192;150544;244628;325468;550874;-648;0
"12136";"MALEVILLE";"12";2014;1093;1103;1012;193727;189511;190241;558428;553710;675871;730;0
"12137";"MANHAC";"12";2014;833;858;815;121149;113175;114932;319990;306666;332135;1757;0
"12138";"MARCILLAC-VALLON";"12";2014;1821;1842;1735;127944;109511;107275;1336407;1352501;1475252;1648;3884
"12139";"MARNHAGUES-ET-LATOUR";"12";2014;184;191;128;30274;28865;29316;64381;66040;136358;451;0
"12140";"MARTIEL";"12";2014;1175;1195;1059;145054;139763;141240;587453;587244;755530;1477;0
"12141";"MARTRIN";"12";2014;303;302;241;80895;78432;78368;88649;74447;292193;-64;0
"12142";"MAYRAN";"12";2014;680;685;654;109756;107080;107419;227041;230827;268454;339;0
"12143";"MELAGUES";"12";2014;102;100;60;47612;46487;46358;39067;53596;122480;-129;0
"12144";"MELJAC";"12";2014;177;173;141;51088;50280;50022;45772;49655;93379;-258;0
"12145";"MILLAU";"12";2014;23749;23945;23058;3031314;2745229;2755671;19387935;19734936;29103736;20793;10351
"12146";"MONASTERE";"12";2014;2253;2289;2262;179294;157888;153200;1923525;2004455;1324659;2910;7598
"12147";"MONTAGNOL";"12";2014;234;232;126;44857;41461;41332;72942;108357;233841;-129;0
"12148";"MONTBAZENS";"12";2014;1527;1520;1441;169231;155782;153835;956265;948333;1044377;-535;1412
"12149";"MONTCLAR";"12";2014;251;253;171;40944;39150;39279;113203;103475;192160;129;0
"12150";"MONTEILS";"12";2014;765;758;622;136204;126167;125684;231975;339399;544250;-483;0
"12151";"MONTEZIC";"12";2014;331;333;250;9919;0;0;1267094;1224604;766928;129;129
"12152";"MONTFRANC";"12";2014;134;135;128;28482;26158;26013;76105;74628;123618;64;209
"12153";"MONTJAUX";"12";2014;623;617;397;94573;91545;87502;277005;283993;352998;-400;0
"12154";"MONTLAUR";"12";2014;822;836;655;125283;103942;104561;441339;529014;497355;980;361
"12155";"FONDAMENTE";"12";2014;475;470;334;61739;57436;57114;189362;195845;442442;-322;0
"12156";"MONTPEYROUX";"12";2014;653;630;559;159711;154395;152855;319193;289564;528057;-1540;0
"12157";"MONTROZIER";"12";2014;1646;1679;1618;115209;101511;99954;1234163;1156668;1124133;2557;4114
"12158";"MONTSALES";"12";2014;355;373;316;23163;24399;25559;147569;164530;140674;1160;0
"12159";"MORLHON-LE-HAUT";"12";2014;623;620;586;135699;132102;131902;302315;309187;413725;-200;0
"12160";"MOSTUEJOULS";"12";2014;485;490;326;83050;78925;78244;290867;299126;331950;322;1003
"12161";"MOURET";"12";2014;635;645;557;161169;159256;159928;240398;248367;377467;672;0
"12162";"MOYRAZES";"12";2014;1236;1259;1183;277611;271911;273622;449582;433474;595885;1711;0
"12163";"MURASSON";"12";2014;250;254;191;87134;84656;84914;101100;82329;227225;258;0
"12164";"MUR-DE-BARREZ";"12";2014;945;954;811;181655;159323;158902;564100;683263;661516;643;1064
"12165";"MURET-LE-CHATEAU";"12";2014;411;407;353;61259;59087;58829;165109;166795;241486;-258;0
"12166";"MUROLS";"12";2014;143;144;111;38665;37003;36851;80754;111548;133713;64;216
"12167";"NAJAC";"12";2014;1275;1270;724;457223;417367;416995;581337;662623;1447543;-372;0
"12168";"NANT";"12";2014;1427;1453;986;291137;284586;286560;535925;549613;865098;1974;0
"12169";"NAUCELLE";"12";2014;2348;2329;2196;275060;255852;252258;1549876;1605551;1798012;-1539;2055
"12170";"NAUSSAC";"12";2014;464;459;373;78785;77022;76700;157121;173515;236574;-322;0
"12171";"NAUVIALE";"12";2014;596;595;528;141608;138130;138064;201526;206767;378611;-66;0
"12172";"NAYRAC";"12";2014;658;654;535;140568;124173;123347;359812;421018;583111;-269;557
"12174";"OLEMPS";"12";2014;3470;3502;3473;326085;296369;287641;3119818;3224348;2109201;2733;11461
"12175";"OLS-ET-RINHODES";"12";2014;182;185;164;19300;18606;18799;49539;55529;80598;193;0
"12176";"ONET-LE-CHATEAU";"12";2014;12555;12698;12515;660539;473315;417375;15912835;16220462;12829432;14195;70135
"12177";"PALMAS D'AVEYRON";"12";2015;1197;1193;1059;169298;169520;164117;389015;380124;770509;0;0
"12178";"PAULHE";"12";2014;435;441;406;38191;36523;36596;223578;229251;198620;387;314
"12179";"PEUX-ET-COUFFOULEUX";"12";2014;152;144;93;16589;10680;7576;247133;228980;267428;-516;2588
"12180";"PEYRELEAU";"12";2014;185;185;79;45255;42899;42509;111779;114270;188572;0;390
"12181";"PEYRUSSE-LE-ROC";"12";2014;292;296;233;83412;81550;81808;81182;83778;218496;258;0
"12182";"PIERREFICHE";"12";2014;321;324;278;45372;43910;38883;135778;137650;186208;193;0
"12183";"PLAISANCE";"12";2014;305;315;221;61732;59463;59859;158233;147086;196214;645;249
