"CodeCom";"NomCom";"CodeDep";"AnneeCreationCom";"PopDGF2017";"PopDGF2018";"PopInsee2018";"DF2016";"DF2017";"DF2018";"PF4Taxes2017";"PF4Taxes2018";"RRF2018";"PartDynPop";"MtEcretement"
"01001";"ABERGEMENT-CLEMENCIAT";"01";2014;806;799;785;93068;87481;86994;329272;381485;441537;-487;0
"01002";"ABERGEMENT-DE-VAREY";"01";2014;291;289;242;23525;20494;19334;203045;192276;214813;-129;1031
"01004";"AMBERIEU-EN-BUGEY";"01";2014;14739;14817;14631;1477394;1257813;1222023;15183047;14681028;14967332;7872;43662
"01005";"AMBERIEUX-EN-DOMBES";"01";2014;1668;1663;1652;140765;130268;129136;995126;1013420;1015264;-387;745
"01006";"AMBLEON";"01";2014;128;126;115;9743;8589;8396;64160;62266;110795;-129;64
"01007";"AMBRONAY";"01";2014;2738;2778;2722;227677;202467;195873;2452830;2382751;1871745;3317;9911
"01008";"AMBUTRIX";"01";2014;773;774;765;46207;38048;33794;686758;652365;437723;69;4323
"01009";"ANDERT-ET-CONDON";"01";2014;370;374;351;27705;24711;23513;265872;254971;146829;258;1456
"01010";"ANGLEFORT";"01";2014;1239;1233;1152;95537;71071;57276;1791035;1862078;1334994;-445;13350
"01011";"APREMONT";"01";2014;428;425;401;39652;35822;34429;278329;275370;231183;-193;1200
"01012";"ARANC";"01";2014;379;380;331;36916;32466;30956;278528;276014;331998;64;1574
"01013";"ARANDAS";"01";2014;195;189;156;33005;30432;30045;68941;135391;239761;-387;0
"01014";"ARBENT";"01";2014;3546;3499;3486;79226;0;0;6078862;6122660;5240048;0;0
"01015";"ARBOYS EN BUGEY";"01";2015;716;716;649;68894;69509;69509;514303;501049;412513;0;0
"01016";"ARBIGNY";"01";2014;471;482;458;32658;28771;29032;248516;296514;273357;709;448
"01017";"ARGIS";"01";2014;506;512;447;49785;30260;30648;212601;392114;358727;388;0
"01019";"ARMIX";"01";2014;36;37;24;28194;27558;27594;18614;17930;116049;64;28
"01021";"ARS-SUR-FORMANS";"01";2014;1415;1412;1397;134278;126073;125345;814794;853131;762146;-227;501
"01022";"ARTEMARE";"01";2014;1260;1272;1230;116117;105247;103597;867395;911514;1000501;894;2544
"01023";"ASNIERES-SUR-SAONE";"01";2014;76;74;67;10933;9336;8898;55988;52482;118380;-129;309
"01024";"ATTIGNAT";"01";2014;3453;3414;3396;248425;228628;218003;2767174;2660370;2027041;-3320;7305
"01025";"BÂGÉ-DOMMARTIN";"01";2017;4193;4200;4165;457895;439689;462316;2482442;2353096;2007412;612;0
"01026";"BAGE-LE-CHATEL";"01";2014;941;962;956;100808;96618;97420;535855;520522;529776;1502;700
"01027";"BALAN";"01";2014;3085;3111;3108;186229;170593;163758;2636161;2636149;1415044;2187;9022
"01028";"BANEINS";"01";2014;602;613;606;59839;54199;54932;267328;303506;362635;733;0
"01029";"BEAUPONT";"01";2014;711;719;691;87269;66425;66170;406905;554186;397357;547;802
"01030";"BEAUREGARD";"01";2014;917;921;912;123163;118262;118291;491034;496908;499094;284;255
"01031";"BELLIGNAT";"01";2014;3905;3887;3844;168897;83997;51559;5137976;5083875;4379454;-1557;30881
"01032";"BELIGNEUX";"01";2014;3404;3407;3387;406333;383014;377196;2619812;2650954;1650020;255;6073
"01033";"BELLEGARDE-SUR-VALSERINE";"01";2014;12155;12212;12108;2157481;1177909;1152865;11735668;12431783;18434023;5634;30678
"01034";"BELLEY";"01";2014;9504;9568;9447;833917;670132;630720;10986928;10529826;11009267;6158;45570
"01035";"BELLEYDOUX";"01";2014;390;384;324;38938;32786;30302;319907;316559;342713;-387;2097
"01036";"BELMONT-LUTHEZIEU";"01";2014;673;702;582;67716;63105;65038;333127;409473;354462;1975;42
"01037";"BENONCES";"01";2014;324;332;292;30564;27080;27596;127585;259100;265401;516;0
"01038";"BENY";"01";2014;755;780;768;92532;74495;75441;430256;592044;516035;1731;785
"01039";"BEON";"01";2014;520;528;489;23536;18928;17187;389260;459018;275026;520;2261
"01040";"BEREZIAT";"01";2014;496;504;490;41699;39324;38300;329856;307126;249391;516;1540
"01041";"BETTANT";"01";2014;776;780;766;61779;53138;49761;641300;615551;460430;277;3654
"01042";"BEY";"01";2014;282;286;285;21267;19217;18734;179186;172301;162788;258;741
"01043";"BEYNOST";"01";2014;4686;4675;4645;160225;56898;3981;7933608;8122780;5194276;-974;51943
"01044";"BILLIAT";"01";2014;630;638;612;23325;7928;4416;573320;555621;685773;537;4049
"01045";"BIRIEUX";"01";2014;308;310;297;23006;20750;20211;186914;201345;209629;129;668
"01046";"BIZIAT";"01";2014;848;861;846;102383;92324;93238;341584;458381;501227;914;0
"01047";"BLYES";"01";2014;1012;1038;1025;26373;8897;457;1721546;1704073;1031986;1880;10320
"01049";"BOISSE";"01";2014;3039;3047;2995;151574;113383;93935;3603925;3722144;2011893;671;20119
"01050";"BOISSEY";"01";2014;334;344;338;36524;34433;35078;136557;173999;268902;645;0
"01051";"BOLOZON";"01";2014;126;124;90;4134;0;0;215840;212985;197182;0;0
"01052";"BOULIGNEUX";"01";2014;309;321;315;27312;24581;24439;201574;250395;171426;774;916
"01053";"BOURG-EN-BRESSE";"01";2014;43508;43425;42894;6357703;5662888;5526936;49851267;47608796;60534414;-9337;126615
"01054";"BOURG-SAINT-CHRISTOPHE";"01";2014;1333;1346;1335;102278;91786;88943;1010204;974237;784273;977;3820
"01056";"BOYEUX-SAINT-JEROME";"01";2014;427;417;372;62682;60952;60307;183364;182905;240971;-645;0
"01057";"BOZ";"01";2014;539;544;526;37616;30757;29954;328569;381533;291802;327;1130
"01058";"BREGNIER-CORDON";"01";2014;922;912;875;7642;0;0;1188319;1157827;1404200;0;0
"01059";"BRENAZ";"01";2014;111;121;101;7816;6231;6876;49920;52131;179928;645;0
"01060";"BRENOD";"01";2014;657;654;558;87208;76893;72896;578133;564386;511349;-202;3795
"01061";"BRENS";"01";2014;1239;1225;1198;55797;38716;30514;1205483;1172807;793637;-1037;7165
"01062";"BRESSOLLES";"01";2014;868;913;902;47393;36705;34004;838460;862908;594516;3192;5893
"01063";"BRION";"01";2014;525;527;523;0;0;0;1146412;1153768;865973;130;130
"01064";"BRIORD";"01";2014;1028;1055;1013;151826;41350;34230;1256210;1515221;907688;1957;9077
"01065";"BUELLAS";"01";2014;1808;1822;1818;145024;131456;128711;1325757;1321199;1111172;1097;3842
"01066";"BURBANCHE";"01";2014;124;124;71;38678;37128;37128;52489;51805;148071;0;0
"01067";"CEIGNES";"01";2014;285;278;267;13228;8737;6000;298866;295060;228570;-451;2286
"01068";"CERDON";"01";2014;814;831;792;82565;78657;79846;409018;419742;427432;1189;0
"01069";"CERTINES";"01";2014;1518;1605;1599;80154;69075;71793;1129100;1349022;1007082;6700;3982
"01071";"CESSY";"01";2014;5047;5028;4934;316787;226994;218129;3918719;4366815;4317684;-1697;7168
"01072";"CEYZERIAT";"01";2014;3188;3237;3202;216195;192598;189363;2567382;2879576;2030112;4143;7378
"01073";"CEYZERIEU";"01";2014;1142;1150;1051;95097;88856;88910;647373;784774;570753;587;533
"01074";"CHALAMONT";"01";2014;2464;2455;2443;320426;225708;224599;1492166;1731527;1676562;-734;375
"01075";"CHALEINS";"01";2014;1271;1307;1302;81805;72929;72562;909447;915961;780154;2693;3060
"01076";"CHALEY";"01";2014;207;198;145;22431;19123;18543;89914;149596;194656;-580;0
"01077";"CHALLES-LA-MONTAGNE";"01";2014;213;213;191;33415;31603;31481;107622;110394;162430;0;122
"01078";"CHALLEX";"01";2014;1429;1430;1386;98072;48334;40711;1368337;1513408;1491460;76;7699
"01079";"CHAMPAGNE-EN-VALROMEY";"01";2014;902;899;844;122485;110007;109795;385941;487276;682480;-212;0
"01080";"CHAMPDOR-CORCELLES";"01";2015;764;755;678;73503;73503;73503;487096;484239;940267;0;0
"01081";"CHAMPFROMIER";"01";2014;819;827;750;71231;33691;30067;703587;744089;1008934;559;4183
"01082";"CHANAY";"01";2014;690;688;654;68036;57908;56407;432963;484686;605532;-136;1365
"01083";"CHANEINS";"01";2014;896;913;896;85402;74827;75993;462892;510128;555568;1206;40
"01084";"CHANOZ-CHATENAY";"01";2014;814;839;821;86750;80179;81930;321274;437674;398385;1751;0
"01085";"CHAPELLE-DU-CHATELARD";"01";2014;389;394;389;23288;21071;20532;236891;254827;195336;322;861
"01087";"CHARIX";"01";2014;314;320;295;30927;24952;23661;253043;241659;371467;387;1678
"01088";"CHARNOZ-SUR-AIN";"01";2014;984;987;961;39191;28876;24344;852213;823878;586336;215;4747
"01089";"CHATEAU-GAILLARD";"01";2014;2075;2135;2114;116462;97186;93513;1860347;1917972;1527719;4805;8478
"01090";"CHATENAY";"01";2014;350;351;343;32342;27135;26426;213557;256454;322470;64;773
"01091";"CHATILLON-EN-MICHAILLE";"01";2014;3462;3589;3517;257655;164473;164443;3040494;3058903;3192231;10880;10910
"01092";"CHATILLON-LA-PALUD";"01";2014;1705;1702;1641;146657;126468;126235;736373;896803;1042615;-233;0
"01093";"CHATILLON-SUR-CHALARONNE";"01";2014;5199;5164;5128;806821;282799;246653;6362579;6556606;6935774;-3135;33011
"01094";"CHAVANNES-SUR-REYSSOUZE";"01";2014;783;785;762;86094;80076;80107;401627;465950;395382;139;108
"01095";"NIVIGNE ET SURAN";"01";2016;880;879;813;42309;42732;42732;646459;709425;634806;0;0
"01096";"CHAVEYRIAT";"01";2014;1036;1047;1030;116823;100323;101120;488199;619612;618769;797;0
"01097";"CHAVORNAY";"01";2014;259;258;228;26426;22826;22762;114153;147015;175210;-64;0
"01098";"CHAZEY-BONS";"01";2016;1075;1123;1074;47558;50699;54211;1119309;1107907;805489;3512;0
"01099";"CHAZEY-SUR-AIN";"01";2014;1586;1571;1550;108446;95122;89511;1231197;1187961;858386;-1152;4459
"01100";"CHEIGNIEU-LA-BALME";"01";2014;166;167;145;25636;24144;24208;75789;72806;116899;64;0
"01101";"CHEVILLARD";"01";2014;184;181;165;22549;20073;19243;127841;126400;192262;-193;637
"01102";"CHEVROUX";"01";2014;981;990;980;106597;93274;93920;449852;549953;522357;646;0
"01103";"CHEVRY";"01";2014;1540;1611;1579;59125;44077;44501;1225544;1445292;1621412;5471;5047
"01104";"CHEZERY-FORENS";"01";2014;611;638;471;103255;90126;91937;295296;407227;716120;1811;0
"01105";"CIVRIEUX";"01";2014;1573;1632;1622;112558;104700;106421;1086632;1148638;918360;4554;2833
"01106";"CIZE";"01";2014;195;191;176;5514;1848;0;202519;219821;185406;-258;1590
"01107";"CLEYZIEU";"01";2014;176;178;141;34003;32303;32432;59600;120930;173149;129;0
"01108";"COLIGNY";"01";2014;1270;1269;1218;154932;129902;129828;630985;938416;1460388;-74;0
"01109";"COLLONGES";"01";2014;2256;2292;2243;133727;106115;106647;1510514;1764989;2035694;2910;2378
"01110";"COLOMIEU";"01";2014;146;145;131;11762;10242;9974;81681;77088;133272;-64;204
"01111";"CONAND";"01";2014;169;170;120;36896;35906;35970;59569;116471;173025;64;0
"01112";"CONDAMINE";"01";2014;462;462;453;24832;18549;16205;367095;366333;310273;0;2344
"01113";"CONDEISSIAT";"01";2014;853;855;841;106529;90196;90006;457537;509739;538262;140;330
"01114";"CONFORT";"01";2014;602;622;602;90688;33288;32569;422888;480994;641085;1336;2055
"01115";"CONFRANCON";"01";2014;1367;1371;1358;89502;81124;77789;1019471;965787;695257;301;3636
"01116";"CONTREVOZ";"01";2014;580;577;518;63398;58662;57274;357185;344888;336761;-198;1190
"01117";"CONZIEU";"01";2014;183;179;154;14782;13205;12850;92136;87105;118949;-258;97
"01118";"CORBONOD";"01";2014;1399;1419;1283;130102;120090;120594;842844;895842;1047239;1514;1010
"01121";"CORLIER";"01";2014;137;135;113;11828;10354;10043;76086;74848;131224;-129;182
"01122";"CORMARANCHE-EN-BUGEY";"01";2014;928;927;865;76013;67402;65563;605058;599454;655813;-71;1768
"01123";"CORMORANCHE-SUR-SAONE";"01";2014;1127;1148;1133;84375;78413;78247;721636;690014;537359;1542;1708
"01124";"CORMOZ";"01";2014;722;721;678;81753;77385;77317;320186;452465;458141;-68;0
"01125";"CORVEISSIAT";"01";2014;688;695;634;33495;23950;20533;601171;662501;548634;476;3893
"01127";"COURMANGOUX";"01";2014;560;556;512;39362;34982;34014;314117;350457;328922;-262;706
"01128";"COURTES";"01";2014;303;312;303;21712;18923;18530;202810;257580;224236;580;973
"01129";"CRANS";"01";2014;274;276;271;39428;37134;37263;126753;171001;203630;129;0
"01130";"CRAS-SUR-REYSSOUZE";"01";2014;1461;1466;1455;107982;99563;95600;1134095;1066934;815733;380;4343
"01133";"CRESSIN-ROCHEFORT";"01";2014;424;430;400;15466;7666;4022;473585;465606;403063;387;4031
"01134";"CROTTET";"01";2014;1773;1782;1772;108383;96735;94400;1242269;1186840;867085;703;3038
"01135";"CROZET";"01";2014;2222;2254;2197;145807;105604;100773;1887676;2050331;1862174;2581;7412
"01136";"CRUZILLES-LES-MEPILLAT";"01";2014;869;870;853;97085;91544;90671;510794;481984;460477;70;943
"01138";"CULOZ";"01";2014;3169;3210;3128;145604;88927;67336;4025843;4445054;3180988;3463;25054
"01139";"CURCIAT-DONGALON";"01";2014;490;485;452;57210;53453;52741;255012;342274;287175;-322;390
"01140";"CURTAFOND";"01";2014;789;800;789;48788;44651;42525;594965;561853;385574;765;2891
"01141";"CUZIEU";"01";2014;448;458;438;35688;34154;34750;212598;202942;189694;645;49
"01142";"DAGNEUX";"01";2014;4517;4645;4634;260787;208141;192148;5230184;5351018;3351796;11321;27314
"01143";"DIVONNE-LES-BAINS";"01";2014;10040;10206;9509;760472;408388;310919;17856442;17819822;17019424;16088;113557
"01145";"DOMPIERRE-SUR-VEYLE";"01";2014;1227;1223;1193;131962;121572;118431;872574;861944;654033;-296;2845
"01146";"DOMPIERRE-SUR-CHALARONNE";"01";2014;428;441;439;35821;31944;32782;161821;191366;273987;838;0
"01147";"DOMSURE";"01";2014;504;502;483;65111;48580;48273;247761;359275;338202;-129;178
"01148";"DORTAN";"01";2014;1927;1914;1889;232193;205900;196263;1790765;1828270;1478579;-1026;8611
"01149";"DOUVRES";"01";2014;1083;1105;1083;75320;65733;63054;877666;844453;638657;1606;4285
"01150";"DROM";"01";2014;241;237;225;19582;18004;17596;122576;139509;164414;-258;150
"01151";"DRUILLAT";"01";2014;1194;1190;1170;85741;75552;72803;820956;977633;686526;-295;2454
"01152";"ECHALLON";"01";2014;857;865;782;63497;52980;50497;648825;636904;641226;563;3046
"01153";"ECHENEVEX";"01";2014;2289;2351;2309;108611;92971;91802;1830370;2032775;2443002;5029;6198
"01154";"ETREZ";"01";2014;845;843;838;8361;0;0;1532033;1675672;1133701;0;0
"01155";"EVOSGES";"01";2014;169;170;147;27996;24837;24901;68977;100601;222657;64;0
"01156";"FARAMANS";"01";2014;803;819;808;57892;51286;49544;600103;574082;417419;1116;2858
"01157";"FAREINS";"01";2014;2253;2284;2243;222363;208090;209395;1415663;1473136;1326605;2505;1200
"01158";"FARGES";"01";2014;1017;1044;1014;60425;48252;48150;677544;807395;838098;1954;2056
"01159";"FEILLENS";"01";2014;3351;3379;3363;214153;188618;182091;2814733;2843628;1818436;2381;8908
"01160";"FERNEY-VOLTAIRE";"01";2014;10406;10568;9702;852375;551266;529817;10891320;11504898;13674556;15761;37210
"01162";"FLAXIEU";"01";2014;75;78;67;8320;6939;6969;45199;44610;110404;193;163
"01163";"FOISSIAT";"01";2014;2089;2115;2090;195714;184572;182749;1518660;1430494;1136218;2079;3902
"01165";"FRANCHELEINS";"01";2014;1556;1590;1579;140556;137610;140225;819127;811658;558664;2615;0
"01166";"FRANS";"01";2014;2259;2326;2322;261762;257950;262696;1378482;1433649;1284562;5427;681
"01167";"GARNERANS";"01";2014;701;703;684;80161;76233;76369;336098;368094;339657;136;0
"01169";"GENOUILLEUX";"01";2014;605;612;601;53205;48910;48570;345294;338934;302204;466;806
"01170";"BEARD-GEOVREISSIAT";"01";2014;1049;1065;1059;52689;41242;36672;975926;991885;573216;1162;5732
"01171";"GEOVREISSET";"01";2014;961;952;946;40220;27689;21490;972780;979704;555599;-643;5556
"01173";"GEX";"01";2014;11823;12332;11949;1376070;1169624;1213892;9027802;10319458;14324518;50365;6097
"01174";"GIRON";"01";2014;230;229;184;42314;37474;37410;97326;115151;364007;-64;0
"01175";"GORREVOD";"01";2014;871;884;875;58416;38080;37710;534684;602055;473496;918;1288
"01177";"GRAND-CORENT";"01";2014;209;207;184;16432;14708;14355;112431;126331;144390;-129;224
"01179";"GRIEGES";"01";2014;1972;1954;1941;175603;160545;155729;1407027;1338742;918637;-1424;3392
"01180";"GRILLY";"01";2014;860;872;811;45000;19032;11728;1033042;1062429;814894;845;8149
"01181";"GROISSIAT";"01";2014;1223;1251;1246;32883;10498;785;1793822;1819374;1179412;2081;11794
"01183";"GUEREINS";"01";2014;1469;1476;1456;118861;108373;107054;952092;946962;852327;533;1852
"01184";"HAUTECOURT-ROMANECHE";"01";2014;934;932;814;87385;83186;82873;494854;573965;371183;-142;171
"01185";"HAUTEVILLE-LOMPNES";"01";2014;4108;4038;3854;992661;944949;936929;2772490;2712970;3921586;-6086;1934
"01186";"HOSTIAZ";"01";2014;117;117;88;17427;15542;15542;48801;72977;211584;0;0
"01187";"HAUT VALROMEY";"01";2015;1015;1010;725;210375;209512;209512;601076;666479;1166122;0;0
"01188";"ILLIAT";"01";2014;631;638;629;69463;65515;65749;322756;353447;406027;470;236
"01189";"INJOUX-GENISSIAT";"01";2014;1215;1214;1177;70965;0;0;2365738;2409855;2446416;0;0
"01190";"INNIMOND";"01";2014;157;147;109;23586;21824;21179;62448;121210;142535;-645;0
"01191";"IZENAVE";"01";2014;187;181;172;17981;15443;14393;131740;129107;206499;-387;663
"01192";"IZERNORE";"01";2014;2386;2365;2338;62960;0;0;4094650;4071167;2969687;0;0
"01193";"IZIEU";"01";2014;248;256;241;21118;18744;18438;167384;168049;176105;516;822
"01194";"JASSANS-RIOTTIER";"01";2014;6355;6324;6312;753571;683685;669959;5242375;5432550;4980161;-2845;10881
"01195";"JASSERON";"01";2014;1792;1812;1787;129638;115306;111898;1401781;1390639;1045594;1566;4974
"01196";"JAYAT";"01";2014;1160;1172;1158;80250;71273;66702;1015537;967752;669422;884;5455
"01197";"JOURNANS";"01";2014;397;398;369;27697;24745;23476;271528;323814;268165;64;1333
"01198";"JOYEUX";"01";2014;292;296;283;25921;22682;21176;248893;236707;230471;258;1764
"01199";"JUJURIEUX";"01";2014;2335;2336;2231;196925;183524;182486;1466434;1481909;1590012;81;1119
"01200";"LABALME";"01";2014;219;224;216;24909;23660;23982;93771;96492;175731;322;0
"01202";"LAGNIEU";"01";2014;7243;7300;7176;460289;372466;347662;7687476;7482945;5816521;5319;30123
"01203";"LAIZ";"01";2014;1234;1247;1236;106914;98103;97098;809905;782530;692620;966;1971
"01204";"LE POIZAT-LALLEYRIAT";"01";2015;869;872;718;108838;108838;109049;660072;651571;852638;211;0
"01205";"LANCRANS";"01";2014;1095;1111;1083;71824;44540;44142;691598;761724;1114721;1169;1567
"01206";"LANTENAY";"01";2014;291;296;273;27956;23568;22568;219999;223560;269490;322;1322
"01207";"LAPEYROUSE";"01";2014;354;352;344;22836;21537;20404;230701;245796;167029;-129;1004
"01208";"LAVOURS";"01";2014;159;152;135;6204;2697;737;243648;249581;150931;-451;1509
"01209";"LEAZ";"01";2014;729;741;714;25722;13560;8325;770935;828160;926988;824;6059
"01210";"LELEX";"01";2014;813;826;229;80377;173325;174233;388554;524431;761823;908;0
"01211";"LENT";"01";2014;1480;1481;1451;139551;127335;123553;1112054;1101027;910143;76;3858
"01212";"LESCHEROUX";"01";2014;753;765;735;78089;74977;75805;360276;489467;730182;828;0
"01213";"LEYMENT";"01";2014;1276;1296;1284;78483;63292;59519;1078092;1040099;1114241;1494;5267
"01214";"LEYSSARD";"01";2014;175;176;159;24787;21050;20281;135226;131588;146831;64;833
"01215";"LHOPITAL";"01";2014;61;59;48;12242;11154;11025;22762;27983;135707;-129;0
"01216";"LHUIS";"01";2014;996;998;907;92215;70559;70703;500818;881021;688406;144;0
"01218";"LOCHIEU";"01";2014;115;113;99;11747;10156;9975;57219;50465;133014;-129;52
"01219";"LOMPNAS";"01";2014;195;194;169;25551;24244;24180;60025;137893;172069;-64;0
"01221";"LOMPNIEU";"01";2014;159;157;114;30301;27880;27649;81128;74219;244829;-129;102
"01224";"LOYETTES";"01";2014;3209;3197;3175;248926;217072;205497;2862789;2748522;2594291;-1013;10562
"01225";"LURCY";"01";2014;416;403;397;29172;25752;24227;240563;236290;198143;-838;687
"01227";"MAGNIEU";"01";2014;501;516;484;16511;10514;7260;601499;598661;422571;972;4226
"01228";"MAILLAT";"01";2014;671;665;655;11516;0;0;1122470;1121210;878095;0;0
"01229";"MALAFRETAZ";"01";2014;1178;1201;1193;97455;91846;89745;905055;871153;542407;1699;3800
"01230";"MANTENAY-MONTLIN";"01";2014;340;342;319;34967;32360;32277;172553;235095;216773;129;212
"01231";"MANZIAT";"01";2014;2043;2054;2041;149401;135401;132265;1498981;1488170;1134288;876;4012
"01232";"MARBOZ";"01";2014;2276;2289;2262;234650;162097;151713;2253011;2592586;2019525;1051;11435
"01233";"MARCHAMP";"01";2014;165;164;132;25183;23748;23684;66005;129849;155018;-64;0
"01234";"MARIGNIEU";"01";2014;189;189;180;17309;15669;15118;124064;117936;148387;0;551
"01235";"MARLIEUX";"01";2014;1137;1188;1167;105511;102382;106144;562702;552427;676530;3762;0
"01236";"MARSONNAS";"01";2014;1023;1024;1004;85582;79393;76575;743828;696888;525850;72;2890
"01237";"MARTIGNAT";"01";2014;1645;1672;1664;48459;14635;354;2167781;2183393;1670803;2091;16372
"01238";"MASSIEUX";"01";2014;2560;2593;2577;175115;155229;152514;1964031;2014344;1674269;2712;5427
"01239";"MASSIGNIEU-DE-RIVES";"01";2014;685;677;638;39463;28509;22893;685336;665364;511040;-542;5074
"01240";"MATAFELON-GRANGES";"01";2014;765;774;665;43317;30348;25442;790594;782312;552780;622;5528
"01241";"MEILLONNAS";"01";2014;1358;1364;1336;132649;122050;121362;826887;934925;1045103;452;1140
"01242";"MERIGNAT";"01";2014;148;145;126;16758;15517;15255;73880;73933;119056;-193;69
"01243";"MESSIMY-SUR-SAONE";"01";2014;1306;1295;1250;108501;100609;98644;794655;780452;688012;-822;1143
"01244";"MEXIMIEUX";"01";2014;7788;7902;7806;916632;844646;837859;6937162;6682038;6400652;10734;17521
"01245";"BOHAS-MEYRIAT-RIGNAT";"01";2014;959;953;904;99329;96407;95966;498046;586508;348819;-428;13
"01246";"MEZERIAT";"01";2014;2194;2184;2172;368037;223781;222978;1227755;1480150;1221629;-803;0
"01247";"MIJOUX";"01";2014;877;870;349;49953;96041;93970;561328;682659;995662;-493;1578
"01248";"MIONNAY";"01";2014;2181;2194;2185;199266;187123;188168;1232440;1180083;1267113;1045;0
"01249";"MIRIBEL";"01";2014;9568;9721;9684;671270;497116;440519;13434205;13862813;9605054;14748;71345
"01250";"MISERIEUX";"01";2014;2117;2163;2156;192648;186935;190625;1102033;1129462;983565;3690;0
"01252";"MOGNENEINS";"01";2014;842;833;801;80916;77392;76762;417842;455203;437702;-630;0
"01254";"MONTAGNAT";"01";2014;1977;2008;1998;135508;128376;128412;1328235;1523078;1111650;2462;2426
"01255";"MONTAGNIEU";"01";2014;637;653;611;45048;24474;23576;439736;685827;447184;1077;1975
"01257";"MONTANGES";"01";2014;385;386;352;36914;16565;15420;257862;301288;515853;64;1209
"01258";"MONTCEAUX";"01";2014;1264;1242;1233;110445;105322;103688;674371;660266;515536;-1634;0
"01259";"MONTCET";"01";2014;682;684;681;66464;61970;60834;421675;421499;376821;136;1272
"01260";"MONTELLIER";"01";2014;289;303;295;19136;14386;13186;264506;261769;317589;902;2102
"01261";"MONTHIEUX";"01";2014;691;686;677;41428;34534;32599;450157;450526;391486;-339;1596
"01262";"MONTLUEL";"01";2014;7160;7159;7138;596360;515363;498730;6383540;6470834;5753252;-93;16540
"01263";"MONTMERLE-SUR-SAONE";"01";2014;3941;3924;3859;362560;333647;331939;2501562;2446897;2874654;-1473;235
"01264";"MONTRACOL";"01";2014;1036;1045;1042;110784;105341;104357;661023;658051;598818;652;1636
"01265";"MONTREAL-LA-CLUSE";"01";2014;3508;3514;3480;221026;134176;103499;4835405;4932932;4341144;513;31190
"01266";"MONTREVEL-EN-BRESSE";"01";2014;2522;2511;2487;223306;199646;190450;2182081;2053780;1599147;-900;8296
"01267";"NURIEUX-VOLOGNAT";"01";2014;1074;1067;1052;39761;18203;6955;1479588;1483924;1073977;-508;10740
"01268";"MURS-ET-GELIGNIEUX";"01";2014;270;273;261;3839;0;0;462548;456210;406413;193;193
"01269";"NANTUA";"01";2014;3778;3768;3685;421650;363717;343856;4008213;3936184;3936297;-862;18999
"01272";"NEUVILLE-LES-DAMES";"01";2014;1531;1543;1523;192531;149416;150335;821098;919945;998321;919;0
"01273";"NEUVILLE-SUR-AIN";"01";2014;1771;1797;1726;92313;78190;75068;1400720;1424476;958072;2034;5156
"01274";"NEYROLLES";"01";2014;663;658;647;20003;8443;3318;650322;645452;583197;-337;4788
"01275";"NEYRON";"01";2014;2514;2541;2535;120270;82033;66493;3256650;3362116;1775309;2213;17753
"01276";"NIEVROZ";"01";2014;1576;1568;1562;104398;88462;82254;1309911;1320136;941567;-614;5594
"01277";"NIVOLLET-MONTGRIFFON";"01";2014;148;147;120;19806;18588;18524;50366;104276;147622;-64;0
"01279";"ONCIEU";"01";2014;120;123;100;10807;9159;9352;43241;87475;153957;193;0
"01280";"ORDONNAZ";"01";2014;204;198;153;33413;28042;27655;94103;174302;199268;-387;0
"01281";"ORNEX";"01";2014;4464;4554;4512;282805;220663;221758;3442832;3878445;3916652;7941;6846
"01282";"OUTRIAZ";"01";2014;274;280;274;5745;0;0;350460;348509;311309;387;387
"01283";"OYONNAX";"01";2014;23291;23190;22975;3040676;2705039;2640781;23593077;23709323;30698715;-10680;53578
"01284";"OZAN";"01";2014;681;687;681;57795;49871;50184;341884;407410;353884;407;94
"01285";"PARCIEUX";"01";2014;1215;1221;1202;65338;58483;56883;803609;829408;646880;444;2044
"01286";"PARVES ET NATTAGES";"01";2015;1018;1019;961;77428;77716;77788;724284;703626;563861;72;0
"01288";"PERON";"01";2014;2595;2655;2586;123810;96125;96791;1891651;2182406;2374917;4946;4280
"01289";"PERONNAS";"01";2014;6563;6606;6539;611273;532861;515925;6300782;6234433;5736105;3966;20902
"01290";"PEROUGES";"01";2014;1250;1251;1232;47515;25601;16882;1327665;1256680;1192342;74;8793
"01291";"PERREX";"01";2014;828;832;815;55161;48097;45770;601424;573128;434777;280;2607
"01293";"PEYRIAT";"01";2014;191;183;175;25580;23208;22119;127932;123066;144173;-516;573
"01294";"PEYRIEU";"01";2014;886;893;865;50615;37917;33022;831772;811931;609795;495;5390
"01295";"PEYZIEUX-SUR-SAONE";"01";2014;658;671;664;50450;48332;49211;309879;339918;313622;879;0
"01296";"PIRAJOUX";"01";2014;408;407;400;51121;46681;46617;174581;273087;248550;-64;0
"01297";"PIZAY";"01";2014;765;812;806;51990;44789;45633;541273;568679;433971;3275;2431
"01298";"PLAGNE";"01";2014;148;150;127;9974;7731;7860;63507;81544;207723;129;0
"01299";"PLANTAY";"01";2014;545;554;551;51572;47741;48186;268408;347342;313659;590;145
"01301";"POLLIAT";"01";2014;2568;2575;2560;208177;187556;180863;2123349;2089397;1777430;575;7268
"01302";"POLLIEU";"01";2014;181;181;165;14114;12383;12041;106810;102122;152768;0;342
"01303";"PONCIN";"01";2014;1775;1777;1722;74069;46423;38502;1636413;1649507;1699058;156;8077
